Target Label,Prioritised Features,Entropy Value,Entropy Conf,Gini Index Value,Gini Index Conf,Category,Best Conf,Significant,PlotSig
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Contraction Upstroke Velocity (um/s) Quantiles - Q3 (>10 and ≤31.5) (7),0.01425,0.006000600060006,0.01391,0.0064006400640064,Best Maturation,0.006000600060006,True,True
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Gene Analysis Method - RNA (169),0.01224,0.0101010101010101,0.00491,0.4607460746074607,Best Maturation,0.0101010101010101,True,True
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Differentiation Purity Assessment - Flow Cytometry cTnT+ (135),0.01147,0.0197019701970197,0.00626,0.2776277627762776,Best Maturation,0.0197019701970197,True,True
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Insulin Start Day - 6 (20),0.01115,0.0239023902390239,0.00944,0.0292029202920292,Best Maturation,0.0239023902390239,True,True
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Conduction Velocity from Calcium Imaging (cm/s) Quantiles - Q1 (>17 and ≤44) (5),0.01111,0.0135013501350135,0.00732,0.0634063406340634,Best Maturation,0.0135013501350135,True,True
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Calcium Handling Analysis Method - Seahorse (35),0.01092,0.0219021902190219,0.00763,0.0603060306030603,Best Maturation,0.0219021902190219,True,True
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Cell Line - Cellapy (4),0.0109,0.0085008500850085,0.01351,0.0062006200620062,Best Maturation,0.0062006200620062,True,True
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Wnt Induction Duration (days) - 3 days (38),0.01089,0.0243024302430243,0.00826,0.0596059605960596,Best Maturation,0.0243024302430243,True,True
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),2D Surface - ECM-coated (115),0.01071,0.0359035903590359,0.00773,0.0692069206920692,Best Maturation,0.0359035903590359,True,False
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Differentiation Purity (%) Quantiles - Q1 (>95 and ≤99) (22),0.01065,0.022002200220022,0.01068,0.0188018801880188,Best Maturation,0.0188018801880188,True,True
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Number of Cell Lines - 1 (225),0.01062,0.0388038803880388,0.00662,0.1685168516851685,Best Maturation,0.0388038803880388,True,False
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Seeding Confluency 2D (%) - 80 to 84 (5),0.01056,0.0155015501550155,0.00671,0.0697069706970697,Best Maturation,0.0155015501550155,True,True
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Cell Line - Rare (132),0.01034,0.0493049304930493,0.00527,0.4345434543454345,Best Maturation,0.0493049304930493,True,False
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Wnt Inhibitor - IWP (112),0.00935,0.0387038703870387,0.0123,0.0042004200420042,Best Maturation,0.0042004200420042,True,True
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Time from Calcium Peak to Relaxation (ms) Quantiles - Q2 (>1000 and ≤310) (6),0.00915,0.0328032803280328,0.00859,0.0439043904390439,Best Maturation,0.0328032803280328,True,False
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),hiPSC-CM Media Supplement - Rare (5),0.00881,0.0376037603760376,0.00856,0.0477047704770477,Best Maturation,0.0376037603760376,True,False
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Disease Modelling - Hypertrophic Cardiomyopathy (6),0.00869,0.0378037803780378,0.01095,0.0221022102210221,Best Maturation,0.0221022102210221,True,True
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Metabolic Component - Insulin-Transferrin-Selenium (3),0.00839,0.0262026202620262,0.00988,0.0227022702270227,Best Maturation,0.0227022702270227,True,True
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),2D Surface - Microparticle/fluid (3),0.00748,0.0421042104210421,0.00908,0.0311031103110311,Best Maturation,0.0311031103110311,True,False
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),hiPSC-CM Media Supplement - GlutaMax (8),0.00717,0.039003900390039,0.00736,0.0427042704270427,Best Maturation,0.039003900390039,True,False
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Contractile Analysis Method - Rare (7),0.00692,0.047004700470047,0.00525,0.0972097209720972,Best Maturation,0.047004700470047,True,False
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),TNNI3 Precentage (TTNI1) Quantiles - Q2 (>6.5 and ≤16.15) (4),0.00645,0.0586058605860586,0.00881,0.0301030103010301,Best Maturation,0.0301030103010301,True,False
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Wnt Inhibitor - XAV939 (24),0.00562,0.1384138413841384,0.00956,0.0393039303930393,Best Maturation,0.0393039303930393,True,False
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Contractile Force (mN) Quantiles - Q2 (>0.43 and ≤1.04) (10),0.00493,0.1069106910691069,0.00791,0.0457045704570457,Best Maturation,0.0457045704570457,True,False
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Sarcomere Length (um) Quantiles - Q1 (>1.95 and ≤2.5) (13),0.00467,0.1375137513751375,0.00821,0.0479047904790479,Best Maturation,0.0479047904790479,True,False
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),hiPSC-CM Purification Duration (days) - 7 days (6),0.0042,0.1292129212921292,0.00719,0.0483048304830483,Best Maturation,0.0483048304830483,True,False
Cell Area (um2) Quantiles - Q1 (>2850 and ≤9000) (11),Sarcomere Length (um) Quantiles - Q3 (>1.75 and ≤1.88) (13),0.00412,0.1476147614761476,0.01033,0.0184018401840184,Best Maturation,0.0184018401840184,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),3D Tissue Media - Iscove (5),0.03301,0.0002000200020002,0.03451,0.0,Best Maturation,0.0,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Cell Line - BJ1 (7),0.02326,0.0007000700070007,0.01933,0.0019001900190019,Best Maturation,0.0007000700070007,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Maturation Strategy - Tension (64),0.02052,0.001000100010001,0.0084,0.0683068306830683,Best Maturation,0.001000100010001,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),3D Estimated Tissue Size (mm2) Quantiles - Q1 (>26.2 and ≤3500) (27),0.01989,0.0032003200320032,0.0079,0.077007700770077,Best Maturation,0.0032003200320032,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Contractile Analysis Method - Force Transducer (27),0.01786,0.004000400040004,0.01797,0.0014001400140014,Best Maturation,0.0014001400140014,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),0.01565,0.0063006300630063,0.01104,0.02000200020002,Best Maturation,0.0063006300630063,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Wnt Inhibitor - IWP (112),0.01563,0.0069006900690069,0.00776,0.0895089508950895,Best Maturation,0.0069006900690069,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Journal - Circulation (11),0.01522,0.009000900090009,0.01893,0.0032003200320032,Best Maturation,0.0032003200320032,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Number of Cell Lines - 3 (29),0.01446,0.009000900090009,0.01583,0.0031003100310031,Best Maturation,0.0031003100310031,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Calcium Flux Amplitude (F/F0) Quantiles - Q5 (>0.03 and ≤0.25) (11),0.01377,0.0133013301330133,0.00743,0.0631063106310631,Best Maturation,0.0133013301330133,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),hiPSC-CM Purification Duration (days) - <3 days (31),0.01365,0.0178017801780178,0.0126,0.0119011901190119,Best Maturation,0.0119011901190119,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Number of Cell Lines - 1 (225),0.01227,0.0229022902290229,0.00574,0.2664266426642664,Best Maturation,0.0229022902290229,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),3D Stromal Cell Source - Human Fibroblast (38),0.01181,0.0248024802480248,0.00414,0.2845284528452845,Best Maturation,0.0248024802480248,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),3D Tissue Media - Growth Factor (12),0.01154,0.0153015301530153,0.01025,0.021002100210021,Best Maturation,0.0153015301530153,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),hiPSC Backbone Media - Conditioned (12),0.01097,0.0272027202720272,0.00788,0.0498049804980498,Best Maturation,0.0272027202720272,True,False
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Differentiation Purity (%) Quantiles - Q4 (>79 and ≤85) (40),0.01093,0.0403040304030403,0.00592,0.1628162816281628,Best Maturation,0.0403040304030403,True,False
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),3D Platform - Collagen (38),0.01087,0.0362036203620362,0.00828,0.0654065406540654,Best Maturation,0.0362036203620362,True,False
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Insulin Start Day - 11 (3),0.01039,0.0283028302830283,0.01123,0.03000300030003,Best Maturation,0.0283028302830283,True,False
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),3D Platform - Matrigel (33),0.01003,0.0324032403240324,0.01189,0.0146014601460146,Best Maturation,0.0146014601460146,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Gene Analysis Method - RNA (169),0.00909,0.0743074307430743,0.01292,0.0002000200020002,Best Maturation,0.0002000200020002,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Disease Modelling - Genetic Disorders (18),0.00877,0.0434043404340434,0.00541,0.1248124812481248,Best Maturation,0.0434043404340434,True,False
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Journal - J Mol Cell Card (6),0.00871,0.036003600360036,0.00956,0.0289028902890289,Best Maturation,0.0289028902890289,True,False
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Wnt Inhibitor Duration (days) - >6 days (12),0.00865,0.0355035503550355,0.0076,0.0491049104910491,Best Maturation,0.0355035503550355,True,False
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Pharmacological Intervention - T3 (3),0.0086,0.0586058605860586,0.01111,0.0443044304430443,Best Maturation,0.0443044304430443,True,False
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Publication Year - 2014 (3),0.00833,0.0387038703870387,0.00782,0.055005500550055,Best Maturation,0.0387038703870387,True,False
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Action Potential Conduction Velocity (cm/s) Quantiles - Q1 (>28.5 and ≤41) (7),0.00819,0.0367036703670367,0.01168,0.0137013701370137,Best Maturation,0.0137013701370137,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Time to Calcium Flux Peak (ms) Quantiles - Q2 (<200 and ≥154) (9),0.0079,0.0436043604360436,0.00891,0.0363036303630363,Best Maturation,0.0363036303630363,True,False
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),hiPSC Backbone Media - DMEM (10),0.00767,0.0439043904390439,0.01021,0.024002400240024,Best Maturation,0.024002400240024,True,True
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Pharmacological Intervention - Isoproterenol (71),0.00716,0.1264126412641264,0.00966,0.0338033803380338,Best Maturation,0.0338033803380338,True,False
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Electrophysiology Analysis Method - Optical Mapping (39),0.00706,0.1045104510451045,0.00968,0.044004400440044,Best Maturation,0.044004400440044,True,False
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),Publication Year - 2015 (19),0.00676,0.0841084108410841,0.00857,0.0487048704870487,Best Maturation,0.0487048704870487,True,False
Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),hiPSC-CM Purification Duration (days) - 5 days (6),0.00392,0.1515151515151515,0.00939,0.0356035603560356,Best Maturation,0.0356035603560356,True,False
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Contractile Analysis Method - Force Transducer (27),0.03443,0.0,0.0332,0.0,Best Maturation,0.0,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Differentiation Purity (%) Quantiles - Q2 (>90 and ≤95) (27),0.02646,0.0006000600060006,0.01704,0.0027002700270027,Best Maturation,0.0006000600060006,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Cell Line - BJ1 (7),0.02386,0.0011001100110011,0.02988,0.0002000200020002,Best Maturation,0.0002000200020002,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Pharmacological Intervention - Adrenaline (83),0.01518,0.0144014401440144,0.01018,0.0343034303430343,Best Maturation,0.0144014401440144,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Seeding Confluency 3D (%) - 95 to 100 (13),0.01507,0.01000100010001,0.01238,0.0148014801480148,Best Maturation,0.01000100010001,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Day of Insulin Addition - not 22 (12),0.01491,0.009000900090009,0.01408,0.0093009300930093,Best Maturation,0.009000900090009,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Contractile Force (mN) Quantiles - Q1 (>1.04 and ≤20) (10),0.01381,0.0142014201420142,0.01682,0.0038003800380038,Best Maturation,0.0038003800380038,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),3D Estimated Tissue Size (mm2) Quantiles - Q4 (>0.13 and ≤2) (31),0.01346,0.0161016101610161,0.01506,0.0045004500450045,Best Maturation,0.0045004500450045,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Purification Protocol - Glucose and Lactate (85),0.01337,0.0175017501750175,0.00637,0.1868186818681868,Best Maturation,0.0175017501750175,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Number of Cell Lines - 2 (50),0.01284,0.022002200220022,0.00688,0.131013101310131,Best Maturation,0.022002200220022,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Insulin Start Day - 7 (85),0.01268,0.0228022802280228,0.00754,0.085008500850085,Best Maturation,0.0228022802280228,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Maturation Strategy - Tension (64),0.01262,0.0235023502350235,0.00629,0.144014401440144,Best Maturation,0.0235023502350235,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Pharmacological Intervention - Isoproterenol (71),0.01198,0.023002300230023,0.00582,0.2017201720172017,Best Maturation,0.023002300230023,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Action Potential Conduction Velocity (cm/s) Quantiles - Q1 (>28.5 and ≤41) (7),0.01193,0.0107010701070107,0.00665,0.0663066306630663,Best Maturation,0.0107010701070107,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Day of Insulin Addition - not 23 (10),0.01171,0.0224022402240224,0.0103,0.0243024302430243,Best Maturation,0.0224022402240224,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Day of Insulin Addition - not 20 (15),0.01168,0.0238023802380238,0.01297,0.0118011801180118,Best Maturation,0.0118011801180118,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Wnt Inhibitor - IWP (112),0.01151,0.0398039803980398,0.00271,0.8261826182618262,Best Maturation,0.0398039803980398,True,False
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Publication Year - 2021 (43),0.01127,0.0381038103810381,0.01313,0.012001200120012,Best Maturation,0.012001200120012,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),hiPSC Backbone Media - StemFlex (5),0.01107,0.0133013301330133,0.00776,0.056005600560056,Best Maturation,0.0133013301330133,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Day of Insulin Addition - not 24 (9),0.01106,0.016001600160016,0.01182,0.0149014901490149,Best Maturation,0.0149014901490149,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Electrophysiology Analysis Method - Optical Mapping (39),0.0107,0.0383038303830383,0.00949,0.0573057305730573,Best Maturation,0.0383038303830383,True,False
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),3D EC Ratio (CM-EC-SC) Quantiles - Q2 (>0 and ≤0) (119),0.01054,0.0394039403940394,0.00297,0.8355835583558355,Best Maturation,0.0394039403940394,True,False
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Pharmacological Intervention - β1/β2-Adrenergic Agonists (Pure β-Agonists) (73),0.01008,0.0467046704670467,0.01165,0.0122012201220122,Best Maturation,0.0122012201220122,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),2D Surface - Hydrogel (17),0.00999,0.036003600360036,0.00773,0.0557055705570557,Best Maturation,0.036003600360036,True,False
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Seeding Confluency (%) - 95 to 100 (23),0.00969,0.0392039203920392,0.00462,0.1907190719071907,Best Maturation,0.0392039203920392,True,False
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Pharmacological Intervention - Verapamil (27),0.00918,0.041004100410041,0.01192,0.0132013201320132,Best Maturation,0.0132013201320132,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),hiPSC-CM Purification Duration (days) Quantiles - Q2 (>1 and ≤4) (61),0.00905,0.0559055905590559,0.01162,0.0169016901690169,Best Maturation,0.0169016901690169,True,True
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Pharmacological Intervention - Class IV Antiarrhythmics (Ca2+ Channel Blockers - AV Nodal Block) (30),0.00878,0.0575057505750575,0.0095,0.0384038403840384,Best Maturation,0.0384038403840384,True,False
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Cell Line - Cor.4U (16),0.00852,0.0458045804580458,0.00955,0.0329032903290329,Best Maturation,0.0329032903290329,True,False
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),3D Tissue Media - High-glucose DMEM (9),0.00748,0.0536053605360536,0.00859,0.0409040904090409,Best Maturation,0.0409040904090409,True,False
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Pharmacological Intervention - Cardioselective Ca Channel Blockers (31),0.00737,0.0871087108710871,0.00992,0.0304030403040304,Best Maturation,0.0304030403040304,True,False
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Pharmacological Intervention - T3 (3),0.00737,0.06000600060006,0.01067,0.0409040904090409,Best Maturation,0.0409040904090409,True,False
Contractile Stress (mN/mm2) Quantiles - Q1 (>3.95 and ≤50) (10),Journal - Circulation (11),0.00728,0.0497049704970497,0.01048,0.0233023302330233,Best Maturation,0.0233023302330233,True,True
